"title","date","click","text","text_number","topic","year","month","yyyy","mm"
"중2수학 교과서 전과목 관리 이걸로 끝냈어요!","2022-06-27 14:20:00.000","172","중2수학 교과서 전과목 관리 이걸로 끝냈어요!
대부분의 학생들이 중학교
2학년을 올라가면서 중2수학을
어려워하곤 합니다.
초등부터 중1까지는 기초개념을
다졌다면 이젠 그것들로 본격적인
응용과 심화학습이 이루어지기 때문이겠죠.
학생들이 점점 어려워지는 수학에
흥미를 잃지 않고 꾸준히 공부를 잘 할 수 있는
방법이 무엇일까 고민들을 많이 하실텐데
다른 과목까지 비용 부담 없이
배울 수 있는 인강 소개해드리겠습니다.
태블릿을 통해 중2수학 교과서 강의를
무제한으로 수강하고, 비용 대비
모든 과목을 관리할 수 있는 스마트학습이
인기가 많은 요즘, 밀크티 중학이
큰 인기를 끌고 있어요.
시간 장소 제약 없이
전 학년 / 전 과목/ 전 강좌 무제한 수강
가능한 점이 굉장한 메리트인데요.
비용도 저렴하고, 공부를 재미있게
할 수 있도록 구성되어 있어 좋더라고요.
예전에는 그냥 선생님이 해주시는
강의를 듣기만 했었다면
이 인터넷강의는 쌍방향 소통으로
학생들도 직접 학습에 참여하는 과정을 통해
자녀의 학습 성취도를 높이고 있어요.
중2수학은 기초가 탄탄하게 잡히지 않으면
심화 과정에서 큰 어려움을
느끼게 될 수 있습니다.
밀크티 중등은 내신완성코스
시험정복코스, 약점보완코스로 나뉘어
학교 공부와 시험까지 완벽 대비를
할 수 있게 해주는데요.
수학 과정을 예로 들면
밀크티하나로 중2수학 문제집 9권을
푸는 효과를 볼 수 있다고 해요.
터치 하나만으로 다양한 유형의
실전 문제와 수준별 맞춤 문제가 제공되니
보다 더 시험 대비에 있어 도움이 될 수 있어요.
자녀에게 맞는 레벨 코스로 배우기 때문에
수학을 나름 재미있게 즐기면서
하는 모습을 볼 수 있답니다.
밀크티중등이 중2수학을
배우는 데 있어 굉장히 좋았던 점!
1년 365일 실시간으로 수학 질문에
답을 받을 수 있다는 점이었어요.
모르는 수학 문제를 일단 그냥
지나쳤다가 까먹고 다시 확인하지 않았을 경우
엄청난 손해를 볼 수 있어요.
하지만 여기서는 실시간 질답서비스를
운영하고 있어서 언제든지 질문을 남기면
금방 답을 받아볼 수 있어요
뿐만 아니라 1:1 관리선생님까지
배정이 되니 학부모님들은 마음을
놓을 수가 있어요.
오직 내 아이 한 명만 봐주시는 것이라
전화상담부터 스케줄 관리 및
시험 맞춤 전략까지 다 꼼꼼하게
챙겨주시므로 확실한 학습 관리가 돼요.
개인별 맞춤 강의도 제공하고 있지만
대치퍼스트와 같은 최상위 강의도
제공하고 있는 밀크티중학!
깐깐하게 엄선한 300여개의
최상위 레벨 강의가 준비되어 있고
대치동 현장 강의의 노하우가
가득 담겨 성정 향상에 큰 도움이 돼요.
특목고 대비 과정, 고등 과정, 수능 기초 과정까지
총 3개의 클래스가 준비되어 있으므로
원하는 것을 듣고 공부하면 돼요.
중2수학으로 걱정이 된다면
지금이라도 늦지 않았어요.
지금 무료체험 신청하면 기말고사 대비
기출문제20회와 CU상품권까지
받을 수 있으니 이런 기회 놓치지 마세요!
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
밀크T중학 - 천재교육·천재교과서가 만든 밀크티중학
m.mid.milkt.co.kr
소정의 원고료를 받았지만, 아이와 함께 충분히 체험해보고 소개해드리는 글입니다.","1612977","초등 밀크티","2022","06","2022","06"
"초등 영어 발음교정 어떻게 해줘야할까요?","2022-06-04 14:06:00.000","271","영어는 어렸을 때부터 자극주면 좋다해서 꾸준히 시키고 있어요.
근데 알파벳이며 영어독해는 잘 하고
영단어도 꽤 알고 있는 상황이에요.
근데…발음이 딱딱해서 스피킹이 왜 이렇게 어색한지;;
그냥 한국말 읽는 듯한 느낌이 드네요..;
자기도 뭔가 이상한 걸 느꼈는지 이제는 영어를 말할 때 점점 목소리도 작아지고
자신감이 없어지는 것 같아서 걱정이에요.
회화학원? 을 보내볼까 하는데 친구들 앞에서 말하는 게 쑥쓰럽다하고
1:1 과외를 하자니 가격이 만만찮고..;;
남편은 아직 저학년인데 점점 나아질거라하는데
제 생각은 지금부터 잡아줘야 더 잘할 것 같거든요..
요즘 스마트학습 여러 개 있던데
혹시 하고 계신 분 있을까요?
지금 추천 받은 건
밀크티랑 윙크, 대교 써밋이 괜찮다고 하던데 어떨까요?","1605777","초등 밀크티","2022","06","2022","06"
"방문수업 하시나요?","2022-03-11 20:41:00.000","598","7세가 되고나니 얼집서 하는것도 많아지고...
아이가 잘 쫓아가는거 같긴 한데...
제가 붙잡고 공부를 봐주는 스타일은 아니고 해서요...
공부방은 금전적인 면에서 좀 부담스럽고
그리고 1:1을 원하기도 해서 방문수업을 하고싶은데...
해보신분 하고계신분 말씀을 듣고싶어서요
전 서구에 살아요","5569150","초등 밀크티","2022","03","2022","03"
"초등아이 밀크티 하시는 분 키즈모드","2022-03-09 16:29:00.000","141","에서 어떻게 나가는지 아시나요?
핀번호 4자리 누르라는데 모르겠고 부모 구글계정으로도 로그인이 안되서요 ㅠㅡㅠ
혹시 키즈모드 어떻게 나가는지 아시는 분 계시면 알려주세요~","5565880","초등 밀크티","2022","03","2022","03"
"패드학습지+문제집 고민입니다!","2022-03-04 01:17:00.000","618","초1 입니다..
패드학습지를 고민중인데
밀크x, 와이즈캠x, 엘리하이 중 고민중이에요
세 회사중 추천과 알고계시는 장단점 부탁드립니다 ㅠ
국영수 포함 전체적인 교과과정 및 예습복습이잘되는
패드회사를 원합니다ㅠ
(+) 문제집도 추천 부탁드립니다 !!
난이도는 중간에서 중상으로
국어 수학 문제집 추천해주세요 ~~~
혹시 국어, 수학 난이도별 문제집이 어떻게되나요 ?","5558403","초등 밀크티","2022","03","2022","03"
"초4 집에서 혼자할수있는 활동 뭐있을까요?","2022-03-02 13:42:00.000","218","독서 레고 컴퓨터게임 제외하고
혼자 스스로 놀이하거나 활동할수있는거 뭐있을까요?
생활계획표짜는데 휴식시간에 넣을만한게 생각이안나네요
맨날 저한테 놀아달라고 하는데
몇살까지 놀아줘야하나요
저는 저대로 바쁜데 계속 놀아줄수도없고 ㅠ
그리고 숙제봐주고 학습지봐주고 나면 엄청 지쳐요
말을 워~~~~낙에 안들어서 속이 터지거든요
게임만 하려고하고 ㅠㅠ
그렇다고 밖에 나가 뛰어놀수있는 시국도 아니라
힘드네요 ㅠㅠㅠ
초등학교 4학년이면 혼자 할만한거 활동 뭐있을까요?","5555976","초등 밀크티","2022","03","2022","03"
"초등학생 저학년 밀크*","2022-04-18 13:22:00.000","287","초등 2학년인데 밀크* 하시는 분들 계세요?
어떤지 궁금해요 ! 공부방 이랑 고민하는 중 입니다 ㅠㅠ","5808410","초등 밀크티","2022","04","2022","04"
"펑","2022-04-13 19:44:00.000","1146","ㅡ","5802458","초등 밀크티","2022","04","2022","04"
"초등 영어공부 어떻게 하시나요? 가르쳐 주세요~","2022-04-12 12:00:00.000","532","큰애가 초등6학년이에요.
학원은 가기 싫어해서 집에선 밀크티 수업만 하고있어요.
초등이라 학교 수업으로만 하게하려했는데 영어 담당선생이 나이가 넘 많네요. 50이 넘어요.
저도 헉! 했는데 당사자는 오죽할까 싶더라구요.
스스로 단어 공부하라면서 단어장에 작성 안한건 아는걸로 알고 검사한다네요. 차라리 하라하고 단어 시험을 치던지..
선생 나이가 많으니 수업적인것도 도태되고 흥미도 떨어지겠더라구요. (벌써 그런것 같애요.)
애들 평가도 한명씩 앞에서 한대요.
완전 저희때 공부방법이랑 같잖아요.
작년엔 한명씩 밖에서 확인하고 애들은 영화를 보여주고 했다는데 애들 자신감도 떨어뜨리고 부끄럼주고..
중등으로 가는 중한 시간인데 그리 나이 많은 선생이라니..
너무 짜증이 나더라구요.
그래서 부담없이 집에서 할 만한 영어교재가 어떤게 있는지 맘님께 물어봐요. 큰애랑 시내 알라딘 서점에 가서 찾아보고 저랑 조금씩 해볼까해서요.
영어학원을 다닌적이 없어 읽는 정도만 눈이 띄었고 문법 같은 건 안했어요.
맘님들 영어 집에선 어떻게 하시나요..ㅠ.ㅠ","5799529","초등 밀크티","2022","04","2022","04"
"독서습관형성에 좋은 학습지 괜찮은 거 있을까요??","2022-04-05 18:06:00.000","687","안녕하세요. 초등학생 2학년 3학년 자녀를 둔 맘입니다.
학습지를 통해서 독서습관 형성을 하고 싶은데 어떤 학습지가 좋을지 아시는 것이 있으면 추천 좀 부탁드려요!","5790254","초등 밀크티","2022","04","2022","04"
"밀크티 하시는분 2학년 매일 뭐뭐 하세요?","2022-03-16 18:02:00.000","184","주2회 독서논술 한자
영어 수학은 주 6일
국어는 3일+어휘력짱짱 추가
토요일 ; 한국사.ai탐험대.사고력수학.영어.수연산
지금 이렇게 샘이 넣어주시는데 애가 금방 해버려서요 ..
초등맘 분들은 얼마나 하시는지 궁금해요 ㅜㅜ","895463","초등 밀크티","2022","03","2022","03"
"스마트학습기 꼭 필요할까요?","2022-03-16 15:33:00.000","477","4학년 큰아이의 작년을 돌아보면 제가 크게 우려했던것보다 아이가 학교공부도 잘 따라와준 것 같다는 생각이 들더라구요
영어수학이 선행되지않아 제 욕심에는 아쉬웠지만요
3학년때의 아이 학습성취때의 불안이 4학년되어도 마찬가지네요
불안해하지않고 차라리 학습기(밀크티 와이즈등등요)로 수입하는 걸 권해볼까?(학원거부가 심한아이라서..)
생각이 들더라구요.
커리큘럼 광고보면 아 좋다 아이한테 도움되겠다 싶어 시작해볼까 하다가도
초등공부 이런걸로 꼭 해야하나 싶고..
어떠세요
다들 어떻게 공부시키시고..
스마트콘텐츠들을 하시는 분은 아이가 잘 활용하는지..
등등 궁금하네요.","895351","초등 밀크티","2022","03","2022","03"
"학습지체험중이예요. 조언 추천부탁해요~","2022-03-14 12:19:00.000","324","초2랑 6세아이 키우고있어요
코로나로 학원도 자꾸쉬고해서 요번에 다 끈고요
학습지 해보려고해서 나름 세가지로 추려밧어요
초2 엘리하이, 홈런, 밀크티
6세 윙크, 리틀홈런, 밀크티아이
학습지처음이라 잘모르지만 요렇게 세개만체험해보고
고르려고해요
우선 엘리하이 윙크 체험 끝나서
홈런 체험신청하고 어제 일요일인데도 전화와서는
기기보내준다고하드라고요
근대 쫌전에 전화와서는 초2아이는
체험기기보내줄수있지만
6세아이는 교사배정안되고 교사배정안되면
시간표를짜줄수없다나? 7세부터 체험이된다는데
제가 리틀홈런이라고만쳐바도 5.6세도 다 공부하던데
예비초등7세말고 5.6세도 공부할수있게만든게
리틀홈런아니냐고했더니 솔직하게 말씀드린다면서
윗부서에서 저희집6세아아는 체험안된다고
초2껄로 6세아이도 같이해보면안되냐고 하드라고요;;
다른분들도 이런경우있었을까요?
한집에서 기기두개를 체험신청해서그런걸까요?
맘에들어서 하게되면 두아이 학습비를 지불할텐데
기기하나로 아이둘을 공부시키라니..
싸우는거 보기싫기도하고 연령이 달라서
따로 체험신청했는데 몬가 6세아이는 배제하는것같아서
우선 체험취소한다고했거든요.
밀크밀체험신청해야겠어요.
혹시 초2 학습지 추천해주실수있을까요?
6세 아이 학습지도 추천부탁드려요
체험해보고 딱 3월부턴 정착하고싶어요
(학습지 이름 말하면안되나요? 윙ㅋ 밀*티 이이런식으로
써야하나요? 문제가된다면 수정하겠습니다ㅠㅠ)","893781","초등 밀크티","2022","03","2022","03"
"사교육비로 얼마씩 지출하고 계세요?","2022-03-14 10:54:00.000","1270","맘 같아선 남들 한다는 모든걸 시키고싶은 맘이야
모든분들 같겠지요~
곧 초등인 둘째도 있다보니 종종 현타가 ㅜㅜ
아이들 개개인의 능력이나,
부모의 경제적 능력이 천차만별이니
적정금액이란걸 알기 힘든건 알지만,
또래 친구들 평균(?)을 확인하고 싶은 마음이
갑자기 들어서요~
초3 논술 시작해야할까요?
아직은 도서관 이용해서 책읽히는정도 하고 있어요.","893710","초등 밀크티","2022","03","2022","03"
"초등2남아. 주말에 뭐하나요","2022-03-12 12:08:00.000","281","놀아주지않으면 아무것도 안하고 그나마 마법천자문만 보네요.
둘째도 있고 성별도 달라서 서로 하고싶은놀이도 다르고. 어쩌다 가끔 둘이 잘 놀긴하지만..
엄마가 옆에서 계속 종이접기해주고 보드겜해주고
하시나요? 신랑이 교대근무라 거의 늘 독박이라 삼시세끼도 바쁜데 하나하나 놀아줄수도 없고.
맨날 할거없다고 게임티비볼생각만하고.
그나마 평일엔 놀이터에서 친구들이랑 놀지만
집에 있는날엔 공부하자면 또 싫어하고
머릿속에 온통 겜 생각뿐이라 너무 화가나요.
시간을 정해주고 공부하면 시켜주지만
공부조금하고 남는시간엔 온통 겜생각.
게임을 모르던 시절로 돌아가고싶어요.","892628","초등 밀크티","2022","03","2022","03"
"초등학교3학년 방과후 어케보내요?","2022-03-10 19:28:00.000","457","학원은 미술학원 하나다녀서 집에오면 심심해합니다 제가 학구열도 약해서...
문제집이라도 사줘서 풀어볼까하는데 추천좀해주세요 그리고 다들 어케보내는지 공유좀해주세요^^","891695","초등 밀크티","2022","03","2022","03"
"구몬 vs 학습기기(와이즈캠프, 밀크티,홈런 등등)","2022-03-09 14:18:00.000","857","코로나로인해 학습부재...
모두의 고민이실거라 생각되어요ㅜㅜ
엄마표도 해왔지만 제일 잘 맞는건 다른선생님의 케어가 들어간게 저희 아이는 잘 맞더라구요... ㅠㅠ
윙크를 해왔었고 새로 갈아타려고해요~
현재 1학년인데
구몬- 수학 국어 한자가 좋을까요?
유명한 학습기기(밀크티,와캠,홈런,엘리하이)로 하는게 좋을까요?
아니면 둘다 병행하는게 좋을까요?
학교 끝나고 시간이 너~~~~무 남아도는 아이입니다ㅠㅠ
경험해보신분들 조언 부탁드려요^^","890880","초등 밀크티","2022","03","2022","03"
"영어시작을 어떻게 하는게 좋을까요.","2022-03-02 18:46:00.000","264","무기명 투표 중
초2 영어공부 고민입니다.
학교 방과후 영어 입문반으로 파닉스시작
어학원에서 파닉스부터 시작
초3때 시작해도 된다.
투표하기
초등2학년 아이구요.
영어는 유치원때 주1회 했는데 다 잊어버리고 알파벳도 모르는 아이입니다.
지금 밀크티 시작하면서 영어 알파벳 익히고 있어요.
방과후 영어 입문반으로 시작하는게 좋을지 영어학원을 보내는게 좋을지..
아직은 밀크티로 알파벳. 파닉스하고
겨울방학에 영어를 시작하는게 좋을지 판단이 안서네요.
조언 좀 해주세요.","886214","초등 밀크티","2022","03","2022","03"
"7세 학원 뭐보내세요?","2022-03-05 14:17:00.000","1027","7세아이들 학원 어떤것들 보내시나요?
유치원다녀와선 태권도말곤 할게 없는데ㅠㅠ
다들 뭐하시는지 궁금해서요
주변엔 이제 7세니 예비초등이라며 학원들 많이 보내던데 뭘해줘야될지ㅠㅠ
답변미리감사드려요","5743823","초등 밀크티","2022","03","2022","03"
"초등3 어떤 학습지 하세요?","2022-03-04 15:05:00.000","304","원래는 구몬을 4세때부터 4.5년쯤 했는데
요즘은 워낙 컨텐츠도 다양하게 나오는게 많아서
초등3학년부터 어떤거 많이하세요
학원 여러개 보내기는 부담스러워서요","5742547","초등 밀크티","2022","03","2022","03"
"7세 한글 다 읽나요?","2022-03-01 12:42:00.000","895","7세 여아에요.
태블릿으로 하는 학습지 하고 있는데
첨엔 좀 하는가 싶더니 늘지가 않네요.
받아쓰기는 아예 안되고 글도 잘 못읽어요.
읽더라도 한 글자씩 읽으니 무슨 말인지
이해를 전혀 못하네요.
다른 7세들은 한글 다 마스터 했죠?
좀 답답하네요.","5737453","초등 밀크티","2022","03","2022","03"
"안녕하세요^^","2022-05-18 10:36:00.000","23","♣ 아래 양식에 맞게 작성해주세요.
- 주의사항 : 아래 사항을 지키지 않을 경우 안내 없이 가입인사 글을 삭제합니다.
1. [필수사항] 초등맘카페가 운영하는 유튜브 초등맘TV 구독중 인증샷을 첨부해주세요.
( 주의사항 : 스샷 도용의 경우, 차후 발견시 안내 없이 즉시 강퇴 및 재가입 불가 조치함)
ㄱ) 유튜브 초등맘TV : https://url.kr/by2q86 구독 후 ‘구독중’ 캡쳐해서 첨부해주세요
- 현 위치에 구독 인증샷 사진첨부 해주세요
2. 아래 내용을 숙지 하셨다면 ""0"" 표시를 해주세요.
1) 규칙 2항) 초등맘카페 등급 및 등업 신청 기준을 읽고 숙지 하였음 ( o )
→ https://cafe.naver.com/mom79/413651
2) 규칙 3항) 새싹초등맘(글쓰기 가능) 등업 신청 시 규칙사항을 읽고 숙지하였음 ( o )
→ https://cafe.naver.com/mom79/413657
3) 규칙 10항) 댓글 작성(소통) 시 꼭 지켜야 할 규칙을 읽고 숙지하였음 ( o )
→ https://cafe.naver.com/mom79/435099
4) 규칙 13항) 작성 글 (펑) 금지에 관한 규칙을 읽고 숙지하였음 ( o )
→ https://cafe.naver.com/mom79/508423
5) 그 외 [필독] 카페규칙 게시판에서 1항 ~ 15항 까지 숙지하였음 ( o )
6) 위 숙지한 내용을 지킬 것을 약속하겠습니다. ( o )
3. 간단한 가입인사를 적어주세요.
안녕하세요^^
요즘 초등 5학년 아들 영어문제로 고민하면서 검색하다 알게되서 가입하게 됐어요~
이사하면서 다니던 공부방을 그만두고 새로 옮겼더니 적응을 못해서 지금 밀크티로 학교 교육과정 레벨로 수업을 듣고 있어서요~
이렇게 해도되나 요즘 고민이 많네요~
그래서 여러 고수님들 좋은정보 얻고 싶어 들어왔어요~
잘 부탁드릴께요^^","927465","초등 밀크티","2022","05","2022","05"
"밀크티 관련...","2022-05-17 13:39:00.000","559","4학년 동생이 밀크티를 하고 있어요. 저는 만족해서...
혹시 6학년 큰딸도 밀크티를 시키고 싶은데 한대로 두명이서 해도 될까요.
그리고 혹시 6학년 밀크티 외에 한다면 온라인수업 엘리하이가 좋은까요.","926974","초등 밀크티","2022","05","2022","05"
"밀크티 초등 난이도 쉽지 않네요","2022-05-13 16:31:00.000","293","아이 학교 갔을 때 심심해서
밀크티 켜서 제가 초등학교 6학년 2학기로
해놓고 쪽지시험 수학해봤는데 4갠가
틀리고 설마 하고 영어 봤더니 영어는 1개
틀리고 사회는 2개나 틀렸네요 ㅋㅋㅋ….
초등 수준 문제면 당연히 백 점 맞을거라
생각했어서 그런지 충격이 크네요…ㅜ
가끔씩 아이가 모르는 문제 있으면
담임 선생님한테 질답 요청해서 넘겼는데
그럴 때 보면 왜 모를까 싶기도 했거든요
오늘 일은 아이한테 절대 비밀로 해야겠어요ㅋ","925367","초등 밀크티","2022","05","2022","05"
"초2는 놀아도 된다고 해주세요","2022-05-11 23:26:00.000","1010","초등맘 아이들은 너무들 잘하고있어서 요새 뜨끔해요ㅋㅋ
딱히 선행에 의미는 안두지만
이전에 책도 많이읽었고 영어는 7세부터해서 에이프*다니고 수학은 CM* 다니고 피아노해요
겨울방학이 2달이었어서 스케줄잘잡아 집에서 나름 공부 잘했는데 2학년되면서 학원스케줄 다시짜고 학교정상화되고 방과후넣고하니 오후 자투리시간은 새로 사귄친구와 놀기바쁘고 저녁땐 피곤하다며 숙제만하기도 바쁘네요
진짜 문제집한개도 안하고 책 한장도 안읽어요ㅜ
(진짜 가끔 제가 읽어주고요)
학교나 학원 진도는 잘따라가고있고 (앞서있는편)
학습 집중도와 참여도가 높은편이예요
아직 2학년이니 1학기는 그냥 포기하고 놀게둬도 되겠지요?
요즘 날씨도 좋아 신나게 노는거보면 이때놀지 싶고
사실 연산과 독서는 조금씩이라도 해야하는데ㅜ
그냥 포기하고 여름방학때부터 다시 습관잡아도 괜찬겠죠?
제발 괜찬다고 해주세요ㅋㅋㅋㅋㅋ
(집안어른들은 이구동성으로 놀게두라고해요 놀면서 큰다고)","924481","초등 밀크티","2022","05","2022","05"
"밀크티.홈런등~~~","2022-01-19 23:37:00.000","387","집에서하는 패드수업 어디가 좋을까여??
올해 초5 되는데 코로나확진자가 너무 많이 나와서 학원 안보낸지가 ㅡㅡ;;
아직 학원은 좀 무서워서
집에서 할 수 있는 패드 수업 추천 좀 해주세용~^^","5503466","초등 밀크티","2022","01","2022","01"
"패드학습지 조언부탁드려요(광고사절합니다)","2022-01-19 12:48:00.000","404","지면학습지 과목이 자꾸 느는것같아서
국.수를 제외하고 패드를 돌리고싶은데..
체험도 아직 전이라 고민이되서요.
방학이고하니 부지런히 체험후 결정해려는데..
어떤패드가 좋은지 혹시
홈런.엘리하이.와이즈 고민중이예요.
각각 장단점이있다면...
체험 또는 학습하고계신분의 조언듣고싶어요.
제발 광고사절합니다.","5502718","초등 밀크티","2022","01","2022","01"
"혹시요.. 밀크티, 엘리하이 중에 뭐가 나은가요?","2022-01-18 21:05:00.000","471","초등학생 1학년이에요~
밀크티 무료체험 중이긴한데.. 뭐가 나은가요?","5502048","초등 밀크티","2022","01","2022","01"
"7살된아이 학습지 어떤거하세요","2022-01-13 00:18:00.000","1216","한글은아직다몰라요
보고는다 잘따라쓰고. 둘째땜에 끼고할수가없는데...
혹시 학습지어떤거하시나요?
비용두궁금하고..학습지는 선생님잘만나야하는거같은데
하시는분들 조언을구해요~
광고는 정중히 사양합니다!!","5495160","초등 밀크티","2022","01","2022","01"
"초딩2학년 수학 공부.","2022-01-12 18:45:00.000","677","안녕하세요~아띠맘님들:)
저희 애가 지금 초1이고 요번에 초2올라가요!
혹시 수학 학원 말고
학습지나 방문교사나 추천 부탁드려요^^
감사합니다^^","5494789","초등 밀크티","2022","01","2022","01"
"7세 학습지?","2022-01-12 13:18:00.000","724","맘님들 전 제주에 살면서 아이와 자연에서 뛰놀고 도서관 자주다니고 매일 책읽기만 하고 학습지는 한번도 안시켰는데
주변에보니 공부방도 보내고 학습지 많이들 하더라구요
제 교육철학은 취학전 실컷 놀고 책 많이 읽히자는 주의였는데
7세가되니 저도 흔들흔들하네요
한글은 책읽으면서 자연스럽게 익혀서 혼자 잘 읽구요
시킨다면 영어를 재밌게 접하게하고픈데
학습지나 공부방으로 선행학습없이
내년에 초등학교 들어가면 따라가기힘드려나요?
학습지어떤게 좋은지도 추천부탁드려용","5494348","초등 밀크티","2022","01","2022","01"
"이제 5살 되는데 학습지?","2022-01-11 16:38:00.000","454","같은거 뭐가 좋나요..추천좀
내년부터 해도 될까요.. 좀 이른거 같기두
광고 같은거 말구..
실제로 하신분들 글이 필요해요","5493304","초등 밀크티","2022","01","2022","01"
"아이 한글 가르치려니 막막하네요~다들 어떻게 하셨어요?","2022-01-11 15:51:00.000","626","말도 느리고 발달도 느린아이에요.
배우는거 조금만 풍기면 바로 안하는 아이예요.
이제 6살이 되서 한글을 가르쳐야는데
어떻게 가르쳐야할지 걱정이네요.
다들 어떻게 하셨나요?
윙크랑 밀크티 효과있나요?","5493243","초등 밀크티","2022","01","2022","01"
"다 귀찮은엄마는밀크티라도해야겠죠","2022-05-10 14:00:00.000","1628","주변에 학습지만하는엄마
밀크티만하는엄마들있는데
저는 밀크티 학습지둘다해서
돈이두배에요
욕심은있어서 밀크티만하기엔좀
그런생각이들었고
학습지는 금방끝내니 매일학습지어렵구요
엄마표 문제집 풀리는게최고인데
전몸이안좋기도하고 아이랑씨름하는게
힘들어요
다행히 아이가6갤정도밀크티했는데하루
4과목오늘의학습 영어포함
20분30분이내로 알아서하고와요
솔직히편해요
틀린문제는그냥강의들으면되니
제가설명필요없어서ㅇ하지만
돈이문제죠
가격이비싸긴해요ㅜ
그래도 이래나저래나
힘든엄마는 밀크티라도
끌고가는게현명하겠죠??
그냥끊음 저는몸이안되니학습도
안시킬것같아요ㅜ
돈때문인데 어찌어찌하껴서
계속이어가는게맞나싶어서요
먹고살만하긴한데 패드가격이
비싼감이있다고느껴져요자꾸
고민되네요","923707","초등 밀크티","2022","05","2022","05"
"밀크티 기초연산 문제집 진도랑 분량이요~","2022-05-09 14:37:00.000","147","밀크티 하는 초등학생 2학년 있나요?
기초연산 문제집 진도 어느 정도까지
나가셨어요? 저희는 지금 4단원
54P 물건 이용해서 길이 재기까지
왔는데 넘 빠른건지 싶어서요 ㅜ
초등 2학년이면 예습 말고 현행만
꾸준히 챙겨주면 되겠죠??","923236","초등 밀크티","2022","05","2022","05"
"초등학교 영어는 어디까지 예습해줘야 될까요?","2022-05-04 21:49:00.000","855","초4 아이고 교과 현행은 충분한 편이에요
초등 영어는 현행 수준에 맞춰 가면
중학교에서 수준이 확 뛰기도 하고 개인차가
제일 큰 과목이라서 더더욱 현행만 해주기
보다 예습인 필수라고 알고 있는데
어느 정도까지 해줘야 될 지 모르겠네요…
지금 해주고 있는 건 영어 원서 필사 한달에
2권씩 하고 밀크티에 수준별 영어로 AI스피킹이랑
미국도서관, 영문법 오늘의 학습 추가해서 꾸준히
해주고 있는 정도고 스피킹이랑 리딩 말고는
초등학교 5학년 수준은 되는 것 같아요.
어느 정도까지 예습해줘야 할 지…
선배 맘님들 도움과 조언 부탁드려요 미리 감사드려요^^","921757","초등 밀크티","2022","05","2022","05"
"초등 고학년 사회,과학 어떻게 공부시키세요?","2022-05-03 15:48:00.000","660","문제집 집에서 사다가 시켜봐도 스스로 하는데
한계가 있어 그건 힘들것 같고ㅠ
주변에 학원도 없는것 같은데 학습지 같은거 괜찮을까요?
다들 어찌하시나요?ㅠㅠ","921122","초등 밀크티","2022","05","2022","05"
"초2 학습 어떤걸 빼는게 좋을까요?","2022-05-02 20:08:00.000","722","학원은 예체능만 보내고
교과 학습은 엄마표로 공부하고 있어요.
하다보니 엄마 욕심이 추가되어 문제집 종류가 너무 다양한 것 같고
책읽을 시간을 충분히 주기 위해서 이 시기에 꼭 필요하지 않은건 정리하려는데
다 필요해보이고 뺄만한게 없네요.
월, 수: 영어 워드리딩80 1회, 뿌독 2단계 1회, 쎈연산 2-2 1장
화, 목: 사이트워드, 한자 1회, 쎈연산 2-2 1장, 초등팩토 1레벨 1회
금: ORT 2단계 1권, 일기, 독서록, 디딤돌수학 기본 2장
여기에 밀크티로 영어만 더 하고 있어요.
많지 않아보이는데 많아 보이기도 하고...
초2에 어떤게 제일 불필요해 보이시는지 조언 부탁드려요.","920705","초등 밀크티","2022","05","2022","05"
"7세 되는 아이 학습지요ㅠㅠ","2022-01-11 11:28:00.000","500","지금 태권도 말고는 하는게 없어서
학습지를 시켜보려고 하는데
어릴때 웅진북패드에 있는 학습지? 패드?를 했는데
너무 어렸어서 그런지 흐지부지 됐는데
이제 뭐라도 시켜야될거같아서ㅠㅜ
검색해보니 눈높이 구몬 윙크 밀크티 많이 시키시던데
아님 용현동 공부방 이런곳 있나요?
추천 부탁드려요","5492869","초등 밀크티","2022","01","2022","01"
"밀크티 궁금합니다!","2022-01-10 23:32:00.000","444","아이 이번에 8세 되면서 해줄까 싶은데, 아직 아무것도 안해서 궁금하네요 밀크티하시는분들 비용 및 컨텐츠는 어떤지 등등 말씀부탁드려요","5492472","초등 밀크티","2022","01","2022","01"
"홈런?엠베스트?? 밀크티??","2022-01-10 20:13:00.000","374","어떤것들 시키고 계세요?
첫애는 초딩때 다른온라인교육시켜봣는데
그닥이어서 그뒤로 안햇는데
요즘 둘째가 하고싶다는데
어떤게 좋을지 모르겟네요
시키고 계신맘들중 어디꺼 시키시는지..
좋은점이나 나쁜점 공유부탁드려요","5492206","초등 밀크티","2022","01","2022","01"
